# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius  parallel_strategy  output_baseName
25            0.0005       500           3                 0                 output

particles:
# origin             velocity         mass    type     old_force
72.8276 4.43072 0     0.285569 -0.407123 0     1     0     -37.7599 1.95347 0     
72.2847 5.30315 0     0.0521897 0.123523 0     1     0     24.693 -20.901 0     
71.7525 6.16966 0     -0.926282 0.491104 0     1     0     25.8533 24.6697 0     
72.2861 7.04698 0     -2.25566 -0.140765 0     1     0     -38.0493 42.9931 0     
70.7278 7.94059 0     0.281089 0.233828 0     1     0     -65.778 27.4944 0     
71.7632 7.93901 0     -1.56576 -0.21501 0     1     0     19.836 -77.9846 0     
72.2832 8.80829 0     -0.678295 -0.339537 0     1     0     71.016 34.0188 0     
71.774 9.69804 0     -0.394802 -1.04481 0     1     0     -28.8481 6.26616 0     
72.3015 10.5757 0     0.0333742 -0.0239936 0     1     0     4.50203 79.7429 0     
72.8288 11.4745 0     0.177881 -0.797784 0     1     0     10.3131 -35.3443 0     
73.3596 12.373 0     -0.146665 0.578361 0     1     0     32.8075 -65.2817 0     
72.308 12.3615 0     -0.425675 0.162982 0     1     0     22.6508 5.19324 0     
71.7914 13.2495 0     0.209973 -1.13575 0     1     0     26.7144 -40.7654 0     
72.3164 14.1381 0     -0.368796 0.62089 0     1     0     37.0615 18.0884 0     
72.8305 15.0411 0     -1.20329 1.10486 0     1     0     100.046 36.2853 0     
71.793 15.0388 0     0.000712593 0.321535 0     1     0     -49.1924 -4.10469 0     
72.3231 15.9505 0     0.0727627 -0.567453 0     1     0     -64.9333 -88.7157 0     
72.8481 16.8358 0     -1.58411 -0.869943 0     1     0     44.3898 -0.709222 0     
72.3304 17.7227 0     0.0631773 -0.518178 0     1     0     23.1815 24.2857 0     
70.7595 18.6613 0     -0.660365 0.291128 0     1     0     70.3332 -48.2069 0     
71.303 19.5633 0     -0.283834 -0.477086 0     1     0     31.7096 -50.3452 0     
71.8442 20.46 0     0.779672 0.148754 0     1     0     27.9913 89.1339 0     
71.3498 21.4148 0     1.50573 0.476586 0     1     0     -70.8399 -22.9896 0     
71.8903 22.3535 0     1.71639 0.132524 0     1     0     -38.3299 -51.851 0     
71.3704 23.2659 0     0.540031 -0.0717961 0     1     0     -53.4356 24.3393 0     
71.8889 24.2128 0     0.61085 0.320581 0     1     0     33.0438 -28.9613 0     
72.4164 25.1484 0     0.76068 -0.0117101 0     1     0     41.0287 -30.7092 0     
71.8977 26.0856 0     -0.460076 0.0503725 0     1     0     29.4423 7.6536 0     
70.288 27.0177 0     0.0698263 -0.243846 0     1     0     36.4492 44.7784 0     
70.848 27.9564 0     0.541158 1.34639 0     1     0     -44.0675 34.7028 0     
70.3036 28.9258 0     -0.291274 -0.0971683 0     1     0     39.3539 -4.47351 0     
70.8543 29.8709 0     0.610083 0.299562 0     1     0     -66.4445 10.991 0     
69.7785 29.895 0     1.14292 0.617029 0     1     0     54.799 46.3831 0     
69.2514 30.8981 0     1.3503 -0.953133 0     1     0     8.92977 21.9683 0     
69.8027 31.8856 0     -0.106764 1.60936 0     1     0     14.0782 -57.2733 0     
69.2826 32.859 0     1.97404 -0.0133934 0     1     0     48.768 23.5018 0     
69.8805 33.8348 0     0.438939 -0.0837431 0     1     0     -42.031 3.92509 0     
70.4751 34.8527 0     0.0845088 0.85977 0     1     0     -0.0646023 -8.71034 0     
69.9587 35.865 0     0.766134 0.0297426 0     1     0     6.22514 -9.49059 0     
69.4536 36.8818 0     0.924386 0.214239 0     1     0     -39.2189 -25.3786 0     
68.8506 37.885 0     -0.270441 0.244905 0     1     0     -9.87042 -18.9691 0     
69.4167 38.876 0     0.695135 -0.463556 0     1     0     33.0809 -11.8128 0     
68.2459 38.8727 0     1.10867 0.239635 0     1     0     -33.9329 -39.6733 0     
68.7703 39.8433 0     -0.00274297 -0.0198726 0     1     0     44.8713 53.2429 0     
69.3531 40.9254 0     0.0514124 1.77228 0     1     0     2.83631 0.656209 0     
68.6886 41.9783 0     -0.0848481 -0.220062 0     1     0     14.8619 9.27422 0     
72.8627 0.973735 0     -0.123928 -0.654492 0     1     0     22.4375 -57.3625 0     
73.3823 1.84717 0     -0.917661 0.618265 0     1     0     2.17543 5.56379 0     
72.8287 2.6967 0     0.0416895 0.455682 0     1     0     70.6785 -50.6536 0     
73.3478 3.56087 0     -0.735628 0.789789 0     1     0     26.8288 17.7026 0     
73.8755 4.4266 0     0.0690766 -0.0299914 0     1     0     -39.8797 111.521 0     
73.3378 5.30101 0     -0.370643 0.236005 0     1     0     46.4154 34.9684 0     
72.8077 6.17591 0     -0.30792 0.956615 0     1     0     31.0111 6.00311 0     
73.341 7.05885 0     0.337205 0.0856182 0     1     0     -15.6991 -42.3252 0     
72.8179 7.9274 0     -0.732082 -0.636445 0     1     0     -56.9181 -8.17589 0     
73.8717 7.93253 0     0.0520114 -0.866651 0     1     0     -37.7724 4.26554 0     
73.3357 8.80016 0     -0.785197 0.0547061 0     1     0     16.1872 112.529 0     
72.8165 9.69473 0     -0.287212 0.692111 0     1     0     45.4119 -41.9819 0     
73.3558 10.5814 0     -0.547963 -0.103587 0     1     0     -60.1218 46.1837 0     
73.88 11.4771 0     -0.45848 -0.310134 0     1     0     -47.3988 28.1432 0     
74.4105 12.3652 0     -0.511216 0.77988 0     1     0     -15.7902 62.353 0     
73.899 13.2683 0     0.573623 0.835886 0     1     0     38.3026 8.58586 0     
72.8562 13.255 0     0.256514 0.153986 0     1     0     -73.5506 45.4901 0     
73.3783 14.1642 0     -0.468126 -0.412466 0     1     0     -3.68898 33.963 0     
73.9184 15.0975 0     -0.108759 0.157637 0     1     0     -46.3253 20.8625 0     
73.3684 15.9483 0     0.403684 0.495972 0     1     0     54.6295 -82.4977 0     
73.9423 16.779 0     0.376997 0.661728 0     1     0     63.9592 13.4025 0     
73.3969 17.7109 0     -0.483447 -0.571597 0     1     0     44.0301 13.3325 0     
72.8819 18.6228 0     0.020222 -0.315526 0     1     0     -33.1144 45.6662 0     
72.3521 19.5371 0     -0.711162 -0.151947 0     1     0     36.3658 3.6259 0     
72.8916 20.4626 0     -1.01274 0.687753 0     1     0     20.4885 109.932 0     
73.4295 21.414 0     0.389772 0.824351 0     1     0     61.6156 -29.0427 0     
72.3814 21.409 0     0.970308 0.0475551 0     1     0     43.6286 -48.0446 0     
72.9351 22.3346 0     0.221215 0.0925248 0     1     0     10.392 47.6926 0     
72.4269 23.2796 0     0.628893 1.32069 0     1     0     16.838 8.96829 0     
72.9649 24.2104 0     0.953923 -1.21104 0     1     0     -47.4199 -8.91934 0     
73.4799 25.1469 0     -0.0160581 -0.177381 0     1     0     41.2308 -12.5012 0     
72.966 26.0735 0     1.65677 -1.24229 0     1     0     29.454 27.1759 0     
71.3668 27.0199 0     -0.62132 -0.190203 0     1     0     50.3086 15.4931 0     
71.9216 27.966 0     -0.16702 -0.00961898 0     1     0     7.52726 -18.3076 0     
71.372 28.9162 0     0.574031 0.114033 0     1     0     26.9042 -51.7588 0     
71.9077 29.8491 0     0.923822 -1.31366 0     1     0     88.9534 58.0775 0     
71.3795 30.822 0     0.639015 0.136765 0     1     0     77.6607 55.5229 0     
70.3228 30.8534 0     0.883044 1.60321 0     1     0     -28.4409 43.8829 0     
70.8981 31.8389 0     1.24053 1.52699 0     1     0     -16.2177 -20.4727 0     
70.3841 32.8344 0     -0.740574 1.1068 0     1     0     -6.26398 9.83618 0     
70.9582 33.8262 0     0.685876 1.1475 0     1     0     10.3708 1.42946 0     
71.5792 34.8117 0     0.222792 0.0389757 0     1     0     -24.5477 -7.2298 0     
70.6096 36.8608 0     0.994236 0.35129 0     1     0     -5.42346 -47.6406 0     
70.0327 37.8502 0     -0.0212566 0.53251 0     1     0     -8.68393 17.3468 0     
70.642 38.814 0     1.49009 1.13246 0     1     0     -21.5892 31.1483 0     
70.0015 39.8807 0     0.536886 -0.392361 0     1     0     10.3391 6.94166 0     
70.5119 41.0112 0     0.380006 -1.22758 0     1     0     7.49443 -3.75524 0     
69.9825 42.1674 0     -1.35744 -1.35921 0     1     0     -10.0362 -8.67044 0     
71.2275 42.1207 0     0.382261 -0.955279 0     1     0     -16.643 -8.75923 0     
74.1115 43.4077 0     0.222795 0.264141 0     1     0     0.507294 -12.4482 0     
73.9088 0.976472 0     -0.853048 -0.340848 0     1     0     -32.3928 6.23886 0     
74.4308 1.84828 0     -0.0403574 -0.288964 0     1     0     -0.0665582 -10.0025 0     
73.9084 2.72147 0     -0.485541 0.428819 0     1     0     -79.5239 -129.566 0     
74.4098 3.58093 0     -1.16267 0.879194 0     1     0     59.2613 -65.6137 0     
74.9187 4.44567 0     -0.380342 0.280035 0     1     0     62.0154 2.2151 0     
74.3934 5.31402 0     -0.791428 0.145271 0     1     0     -26.2345 2.7224 0     
73.8592 6.18534 0     -0.0376555 -0.492195 0     1     0     33.0152 -24.1343 0     
74.9191 6.19128 0     0.630421 -0.434642 0     1     0     13.5282 -49.2455 0     
74.3932 7.06685 0     0.360053 -0.900169 0     1     0     24.1677 -87.9336 0     
74.9177 7.93895 0     -0.215299 0.207644 0     1     0     54.872 -35.0739 0     
74.3861 8.81133 0     -0.730245 -1.28584 0     1     0     39.1254 57.6602 0     
73.8649 9.70176 0     -0.899847 -0.369286 0     1     0     26.3553 -56.804 0     
74.3991 10.6011 0     -0.340853 -0.44136 0     1     0     27.0821 -103.888 0     
74.9285 11.4849 0     -0.608328 0.544404 0     1     0     22.0084 -61.6032 0     
75.4607 12.3619 0     -0.336517 -0.349377 0     1     0     30.8991 27.4655 0     
74.9482 13.2622 0     0.431907 -0.190803 0     1     0     -48.7217 37.8631 0     
74.4218 14.1852 0     -0.349075 0.527689 0     1     0     -0.539123 -73.0082 0     
74.9369 15.0942 0     -0.152232 -0.0111847 0     1     0     -11.3498 48.7265 0     
75.4675 15.9625 0     -0.0620484 0.815335 0     1     0     -6.72618 -75.2906 0     
74.9796 16.8321 0     -0.125647 0.448037 0     1     0     -135.627 15.355 0     
75.4917 17.7558 0     -1.27331 -1.20234 0     1     0     67.3295 13.4356 0     
74.4411 17.7277 0     -0.50528 -0.141875 0     1     0     -30.2541 0.947513 0     
73.9183 18.6573 0     0.541344 -0.494388 0     1     0     40.522 -28.8613 0     
73.4086 19.5726 0     0.0686116 -0.542432 0     1     0     38.6342 -48.21 0     
73.9701 20.5099 0     -0.293712 0.402278 0     1     0     -103.69 -2.93501 0     
74.5045 21.4379 0     -0.55794 0.503341 0     1     0     -22.227 -7.78278 0     
73.9929 22.3561 0     0.520435 0.0735055 0     1     0     18.6109 -55.372 0     
74.5386 23.2783 0     -0.0644248 0.01486 0     1     0     37.576 16.2381 0     
73.4887 23.2728 0     -0.145193 -0.401436 0     1     0     -61.679 26.461 0     
74.0222 24.2127 0     0.288155 -0.30226 0     1     0     -1.58618 20.1853 0     
74.5482 25.1705 0     -0.159313 0.106685 0     1     0     42.9457 -68.3736 0     
74.036 26.0875 0     -0.989925 -0.434063 0     1     0     10.0697 41.5624 0     
72.4674 27.0117 0     0.0537252 0.129952 0     1     0     -58.6551 59.6947 0     
72.9994 27.9814 0     -0.0402703 -0.671237 0     1     0     -36.9026 -46.9282 0     
72.4614 28.9167 0     -0.976122 -0.923761 0     1     0     -33.384 2.16505 0     
73.0031 29.8756 0     0.573774 0.501609 0     1     0     -43.2345 11.0725 0     
72.4695 30.8258 0     -0.119211 -0.539237 0     1     0     18.7407 -7.9796 0     
71.9812 31.8088 0     1.33395 -0.735105 0     1     0     -17.4859 -10.92 0     
72.5818 32.747 0     0.817753 1.15891 0     1     0     -71.908 50.1647 0     
71.4716 32.8164 0     -0.528095 -0.520815 0     1     0     26.3019 -11.6282 0     
72.0399 33.7906 0     0.124123 -0.327095 0     1     0     5.83747 -41.5094 0     
71.1225 35.8267 0     0.372214 0.285049 0     1     0     -9.53662 7.87743 0     
71.7806 36.7648 0     -1.32168 1.40919 0     1     0     -23.8751 -13.5675 0     
71.2147 37.8065 0     -0.264129 0.118113 0     1     0     11.4505 -14.2201 0     
72.3899 37.7111 0     0.89558 -0.0656497 0     1     0     -4.87868 63.9042 0     
71.8042 38.7773 0     0.0230056 0.890184 0     1     0     13.1252 -8.34009 0     
71.2118 39.8516 0     1.53865 2.43123 0     1     0     -24.3884 -27.3957 0     
71.6695 40.8845 0     -1.3621 -0.924699 0     1     0     51.6029 32.4569 0     
72.4061 42.0304 0     -0.266541 -1.21789 0     1     0     -17.198 -7.25506 0     
75.4221 43.1182 0     -1.27365 -0.218245 0     1     0     14.9375 14.8371 0     
74.9443 0.970885 0     -0.694149 -0.250238 0     1     0     37.7833 47.2859 0     
75.481 1.83457 0     0.619079 -0.498921 0     1     0     -48.2238 56.9534 0     
74.9611 2.7126 0     -0.196466 -0.229565 0     1     0     -53.2087 -31.7662 0     
76.0025 2.71644 0     -0.827126 -0.094058 0     1     0     -100.291 -63.8471 0     
75.4632 3.58126 0     -0.663086 -0.0939977 0     1     0     -39.6899 -23.4873 0     
75.9787 4.43639 0     -0.323038 0.629845 0     1     0     31.1875 101.878 0     
75.4496 5.30698 0     0.924204 0.0847733 0     1     0     -19.0257 25.0616 0     
75.982 6.16802 0     -0.0589277 0.832582 0     1     0     -30.5351 52.1464 0     
75.457 7.05553 0     1.00432 -1.10782 0     1     0     -28.4355 -4.81002 0     
75.9772 7.93159 0     0.061585 0.101827 0     1     0     43.3848 -68.0599 0     
75.4533 8.8063 0     -0.0544788 -1.24862 0     1     0     -43.1063 97.3749 0     
74.9139 9.69933 0     -1.02917 -0.0261791 0     1     0     57.3165 -15.448 0     
75.448 10.5873 0     0.193661 0.582245 0     1     0     8.08663 -58.3811 0     
75.9777 11.4647 0     -0.329193 -0.068981 0     1     0     25.1738 45.3468 0     
76.5136 12.3582 0     0.262987 -0.785502 0     1     0     -27.0451 -38.5443 0     
75.9895 13.2596 0     -1.22367 1.22158 0     1     0     -52.6527 -33.6662 0     
75.4619 14.1714 0     -0.523353 -0.290706 0     1     0     -42.6879 -25.0852 0     
75.9937 15.0567 0     0.200696 0.673499 0     1     0     -39.6743 37.2342 0     
76.5268 15.9567 0     0.916916 -1.08192 0     1     0     0.471864 -26.4278 0     
76.0276 16.8575 0     -0.335189 0.360093 0     1     0     -14.2101 47.4462 0     
76.5593 17.7748 0     -0.582417 -0.990866 0     1     0     -24.9756 -69.0209 0     
76.0429 18.6882 0     -0.11376 -0.571913 0     1     0     -75.3917 -139.907 0     
74.9603 18.6483 0     -0.362385 0.47679 0     1     0     68.0434 95.9774 0     
74.4678 19.5968 0     -0.333284 -0.869136 0     1     0     8.61312 -98.8667 0     
75.0132 20.5139 0     -0.431939 0.968201 0     1     0     47.2713 -24.9771 0     
75.5667 21.424 0     0.561293 0.804924 0     1     0     -45.4103 0.863627 0     
75.0675 22.3526 0     -0.0383049 0.477289 0     1     0     -63.7548 12.0579 0     
75.5972 23.2873 0     -1.62528 0.44688 0     1     0     10.2224 -1.73316 0     
75.0782 24.2285 0     0.207012 -0.451061 0     1     0     20.6518 -16.1202 0     
75.631 25.1562 0     0.0250933 -0.796999 0     1     0     -17.2894 -16.837 0     
76.1736 26.103 0     0.150818 -0.376499 0     1     0     81.081 -4.83167 0     
75.1188 26.0925 0     0.170995 -0.772206 0     1     0     -45.4166 15.3212 0     
73.5358 27.0301 0     -0.20741 -0.0150273 0     1     0     -15.1327 -4.19634 0     
74.0583 27.983 0     0.163461 0.273834 0     1     0     67.6342 -18.8203 0     
73.5311 28.9321 0     0.238901 -0.667707 0     1     0     11.1294 -15.8173 0     
74.0745 29.8769 0     0.290293 0.527119 0     1     0     88.1843 -34.2669 0     
73.5892 30.8157 0     1.03933 0.107239 0     1     0     -33.5379 47.5377 0     
73.0735 31.7694 0     -0.345606 -0.393549 0     1     0     14.3007 1.23137 0     
73.6555 32.7388 0     0.944233 -0.16575 0     1     0     0.719161 14.649 0     
73.1172 33.7364 0     -0.0637695 0.254067 0     1     0     38.4244 -58.5033 0     
73.708 34.6797 0     0.545231 -0.041261 0     1     0     35.7695 32.4217 0     
72.6604 34.7354 0     1.08425 1.80256 0     1     0     -25.3541 -18.7539 0     
72.3083 35.7386 0     -0.045085 0.577509 0     1     0     -15.695 82.5184 0     
73.5431 35.7712 0     1.34827 0.246951 0     1     0     2.76236 -11.2203 0     
72.9367 36.7298 0     0.421559 -0.504385 0     1     0     35.9756 -23.6867 0     
72.9969 38.7682 0     0.967105 -0.133573 0     1     0     5.49072 -16.3895 0     
73.5626 39.8924 0     -1.00952 -0.990783 0     1     0     13.9076 -15.3639 0     
72.3923 39.7533 0     -0.101406 -1.25949 0     1     0     1.66419 54.7831 0     
72.9444 40.9409 0     -1.10365 -0.308275 0     1     0     2.0701 -10.2958 0     
73.5519 42.2082 0     -0.413093 -0.00432998 0     1     0     -0.982357 -10.2631 0     
77.0321 0.970147 0     -0.538977 0.00147249 0     1     0     -3.38137 -0.151221 0     
75.9964 0.97051 0     0.147252 -0.059409 0     1     0     -18.9384 13.5518 0     
76.5168 1.84441 0     0.476149 0.00582401 0     1     0     -68.8279 -71.7394 0     
77.0305 2.70504 0     0.584138 -0.549528 0     1     0     -6.95015 43.0871 0     
76.5101 3.58075 0     1.07185 0.118008 0     1     0     35.4923 8.14091 0     
77.0479 4.44252 0     -0.310646 1.32549 0     1     0     -87.8757 24.7229 0     
76.5059 5.30533 0     0.223382 -0.430662 0     1     0     45.4408 -30.5256 0     
77.0557 6.16855 0     1.46508 -0.382319 0     1     0     -115.008 38.8106 0     
76.5051 7.03336 0     0.0982151 1.17568 0     1     0     36.1563 88.9735 0     
77.0388 7.91486 0     0.45993 1.0381 0     1     0     -74.5125 14.0379 0     
76.5027 8.80528 0     0.128717 0.120072 0     1     0     33.6457 -0.395378 0     
75.9884 9.69499 0     0.555711 -1.2097 0     1     0     -107.683 -6.53143 0     
76.5063 10.5811 0     1.13161 -0.466083 0     1     0     -60.2619 -8.57011 0     
77.0321 11.4618 0     0.603762 0.177265 0     1     0     18.1263 58.7341 0     
77.5662 12.3514 0     -0.186495 -0.564272 0     1     0     -40.0841 -38.8683 0     
77.0286 13.2476 0     -0.328705 0.394812 0     1     0     36.9015 -2.98734 0     
76.4986 14.147 0     0.184303 -0.127788 0     1     0     73.5681 33.7047 0     
77.0291 15.0486 0     -0.544432 -0.49615 0     1     0     45.1043 -65.3366 0     
77.5777 15.9243 0     -0.625843 0.135105 0     1     0     29.2104 56.1042 0     
77.0742 16.8519 0     -0.416202 -0.0335136 0     1     0     16.8981 -28.0214 0     
77.6261 17.7314 0     -0.67258 0.910617 0     1     0     -14.1053 47.9272 0     
77.1061 18.6562 0     -1.29882 -0.0289769 0     1     0     49.9806 -10.7168 0     
76.5897 19.5626 0     -0.55689 0.698284 0     1     0     8.95957 80.2102 0     
75.524 19.5815 0     -0.222592 -1.46729 0     1     0     -33.6747 24.1287 0     
76.075 20.5032 0     1.75229 0.000591533 0     1     0     -11.9715 -59.1954 0     
76.608 21.4255 0     -0.753688 -0.166371 0     1     0     76.4252 -63.2706 0     
76.1139 22.3438 0     -1.03102 -1.20804 0     1     0     -3.47686 68.5933 0     
